PassengerCount,TripDurationSeconds,TripDistanceMiles,PaymentType,FareAmount,TaxAmount,ZipCodeBKey,City,State,TripDate
2,679,6.7,CRD,20,1,10029-4146,Manhattan,NY,2013-12-17
2,1595,10.7,CRD,32,1,10036-1539,Manhattan,NY,2013-02-22
6,2820,10.05,CRD,37,1,10011-5003,Manhattan,NY,2013-06-14
3,1020,10.73,CRD,31,1,10017-5692,New York,NY,2013-08-23
5,900,8,CRD,23,1,10128-3131,Flushing,NY,2013-05-08
3,1320,8.44,CRD,26,1,10021-3872,Manhattan,NY,2013-11-01
2,2149,11.1,CRD,36,1,10014-3621,Prince,NY,2013-05-07
2,2640,9.33,CRD,33,1,10165-0034,New York,NY,2013-05-30
3,791,8.1,CRD,24,1,10075-0732,Manhattan,NY,2013-09-14
5,2400,11.26,CRD,38,1,10019-6705,Manhattan,NY,2013-10-17
5,1020,8.9,CRD,26,1,10016-3839,Manhattan,NY,2013-07-05
6,1740,11.52,CRD,35,1,10023-8503,New York,NY,2013-10-25
5,1500,14.38,CRD,41,1,10013-2323,Manhattan,NY,2013-09-26
6,2280,9.64,CRD,35,1,10001-6134,New York,NY,2013-06-27
6,2520,10.55,CRD,36,1,10019-6006,New York,NY,2013-04-11
2,1103,11.3,CRD,32,1,10019-1788,New York,NY,2013-04-13
2,685,7.5,CRD,22,1,10128-6884,Manhattan,NY,2013-09-16
2,765,7.8,CRD,23,1,10128-4427,New York,NY,2013-09-20
2,2580,10.32,CRD,36,1,10011-5126,Manhattan,NY,2013-06-19
2,1137,11.3,CRD,33,1,10036-1409,Manhattan,NY,2013-01-21
6,1920,10.58,CRD,33,1,10019-6912,Manhattan,NY,2013-06-07
3,2460,16.96,CRD,49,1,10007-2971,Manhattan,NY,2013-07-23
2,1267,10.5,CRD,30,1,10017-1200,New York,NY,2013-07-22
2,2340,11.23,CRD,37,1,10019-5810,New York,NY,2013-01-09
5,780,9.4,CRD,27,1,10022-2904,Franklin D Roosevelt,NY,2013-11-28
5,480,5.77,CRD,17,1,10035-2122,Wards Island,NY,2013-08-25
4,1626,9.5,CRD,31,1,10022-2575,New York,NY,2013-09-26
6,2640,11.23,CRD,41,1,10002-1011,Manhattan,NY,2013-12-11
5,1380,8.62,CRD,27,1,10016-1301,Manhattan,NY,2013-07-16
2,1200,8.89,CRD,26,1,10017-9301,Grand Central,NY,2013-07-31
5,660,6.86,CRD,20,1,10027-3616,Manhattanville,NY,2013-01-01
6,900,7.53,CRD,22,1,10029-6970,New York,NY,2013-07-13
2,1560,10.79,CRD,33,1,10019-5503,New York,NY,2013-04-05
2,839,7.7,CRD,23,1,10028-6467,Manhattan,NY,2013-06-11
2,1295,9.4,CRD,28,1,10003-7606,Manhattan,NY,2013-07-29
2,920,9.1,CRD,26,1,10018-5453,New York,NY,2013-01-13
2,1440,7.87,CRD,27,1,10027-7056,New York,NY,2013-12-22
2,1800,10.43,CRD,34,1,10019-5384,New York,NY,2013-11-10
2,1659,9.7,CRD,33,1,10001-6720,Greeley Square,NY,2013-06-08
2,716,6.2,CRD,19,1,10035-1702,Wards Island,NY,2013-11-03
2,1879,11.8,CRD,37,1,10018-9712,Manhattan,NY,2013-03-11
2,1766,10.2,CRD,32,1,10023-2795,Manhattan,NY,2013-09-06
2,2018,10.5,CRD,36,1,10019-5044,New York,NY,2013-08-10
2,1194,9.6,CRD,29,1,10065-8187,New York,NY,2013-09-22
4,978,8.8,CRD,25,1,10010-4940,Manhattan,NY,2013-03-04
4,4260,16.13,CRD,58,1,10038-2304,Manhattan,NY,2013-10-04
5,1080,9.03,CRD,26,1,10017-2606,New York,NY,2013-01-09
4,862,8.5,CRD,25,1,10016-0970,Manhattan,NY,2013-01-14
6,1140,7.62,CRD,24,1,10025-3844,Morningside,NY,2013-08-15
6,1500,13.72,CRD,38,1,10280-1043,Jersey City,NY,2013-01-14
2,1440,9.51,CRD,29,1,10024-6001,Manhattan,NY,2013-06-17
2,960,10.43,CRD,29,1,10017-5807,Manhattan,NY,2013-06-22
5,1260,8.85,CRD,27,1,10010-4927,Manhattan,NY,2013-04-18
2,1616,10.2,CRD,32,1,10036-1300,Manhattan,NY,2013-06-09
6,900,7.94,CRD,24,1,10128-2227,Flushing,NY,2013-06-04
2,1069,10.5,CRD,29,1,10016-3294,Manhattan,NY,2013-01-14
2,1230,9.5,CRD,29,1,10011-1955,Manhattan,NY,2013-02-18
3,1929,9.8,CRD,33,1,10018-1334,Manhattan,NY,2013-12-26
6,1320,9.05,CRD,28,1,10025-5332,Manhattan,NY,2013-01-22
2,1923,10.6,CRD,35,1,10017-5692,New York,NY,2013-02-11
5,1320,10.02,CRD,31,1,10016-7321,New York,NY,2013-12-12
4,2700,17.77,CRD,53,1,10019-3905,New York,NY,2013-09-21
3,1232,7.9,CRD,26,1,10025-2238,Manhattan,NY,2013-07-25
2,1371,15.6,CRD,43,1,10280-1225,Jersey City,NY,2013-01-13
3,1620,9.93,CRD,32,1,10003-9451,Manhattan,NY,2013-01-09
2,1560,8.82,CRD,29,1,10024-1597,Planetarium,NY,2013-04-05
3,1221,11,CRD,32,1,10019-7414,Manhattan,NY,2013-07-05
4,840,7.67,CRD,23,1,10128-2573,New York,NY,2013-04-20
2,2040,10.06,CRD,34,1,10036-1517,Manhattan,NY,2013-07-23
2,1680,11.22,CRD,35,1,10019-5808,New York,NY,2013-12-13
2,1153,9.1,CRD,28,1,10001-4147,New York,NY,2013-06-09
2,1380,10.44,CRD,32,1,10019-8040,New York,NY,2013-06-22
5,1140,8.76,CRD,26,1,10016-6901,Manhattan,NY,2013-08-30
2,1856,10.9,CRD,35,1,10014-7473,Prince,NY,2013-11-21
2,1440,11.26,CRD,33,1,10009-1533,Manhattan,NY,2013-06-05
5,1260,7.7,CRD,25,1,10027-5715,New York,NY,2013-11-15
2,1862,12.5,CRD,38,1,10036-6204,New York,NY,2013-09-25
4,1680,11.69,CRD,35,1,10023-6916,Manhattan,NY,2013-09-15
2,2128,17.3,CRD,49,1,10036-7104,Manhattan,NY,2013-02-18
2,1248,11.5,CRD,33,1,10017-6208,New York,NY,2013-05-04
5,1320,8.77,CRD,27,1,10018-2668,New York,NY,2013-12-06
2,1740,9.1,CRD,32,1,10025-6954,Planetarium,NY,2013-02-13
5,1560,9.96,CRD,31,1,10023-2905,Manhattan,NY,2013-08-05
2,2593,9.8,CRD,40,1,10036-3966,Manhattan,NY,2013-11-11
5,1560,8.79,CRD,29,1,10016-8425,Manhattan,NY,2013-03-22
2,1620,11.16,CRD,35,1,10036-7109,New York,NY,2013-01-17
3,1609,11.3,CRD,34,1,10036-4038,Manhattan,NY,2013-04-29
2,1661,9.7,CRD,30,1,10003-7533,Manhattan,NY,2013-01-16
2,1380,10.6,CRD,31,1,10001-3901,New York,NY,2013-12-08
2,1218,9.6,CRD,28,1,10003-4707,Manhattan,NY,2013-11-24
5,1080,8.72,CRD,26,1,10032-1575,Manhattan,NY,2013-07-19
2,1274,10.2,CRD,30,1,10017-1101,Manhattan,NY,2013-10-11
2,1320,12.39,CRD,35,1,10003-6443,Manhattan,NY,2013-08-23
5,1980,10.09,CRD,34,1,10036-1409,Manhattan,NY,2013-06-10
5,1680,9.5,CRD,32,1,10001-1846,Manhattan,NY,2013-04-17
6,1560,9.58,CRD,30,1,10001-2755,Manhattan,NY,2013-09-25
6,1140,9.98,CRD,29,1,10010-3300,Manhattan,NY,2013-05-05
4,2400,10.04,CRD,38,1,10036-2048,New York,NY,2013-09-20
5,900,9.39,CRD,27,1,10069-0448,New York,NY,2013-03-21
2,1560,12.86,CRD,38,1,10036-1496,Manhattan,NY,2013-12-08
2,2460,15.13,CRD,45,1,10011-7829,Manhattan,NY,2013-05-21
2,1714,9.7,CRD,30,1,10023-4284,Manhattan,NY,2013-03-20
2,1560,7.46,CRD,27,1,10027-6604,New York,NY,2013-12-18
4,1249,8.2,CRD,26,1,10025-3562,Manhattan,NY,2013-10-09
2,896,7.2,CRD,22,1,10027-5078,New York,NY,2013-03-10
5,2100,10.35,CRD,34,1,10022-3183,New York,NY,2013-09-25
6,1560,9.97,CRD,31,1,10011-1629,Manhattan,NY,2013-11-27
2,1740,9.53,CRD,32,1,10024-0610,Planetarium,NY,2013-12-24
2,900,8.39,CRD,24,1,10021-3830,Manhattan,NY,2013-01-17
2,1680,9.83,CRD,31,1,10036-6213,New York,NY,2013-12-06
2,840,7.71,CRD,23,1,10028-7440,Manhattan,NY,2013-10-29
5,1440,10.62,CRD,32,1,10022-7606,New York,NY,2013-02-07
2,1260,9.31,CRD,27,1,10024-4735,Manhattan,NY,2013-02-03
2,1547,9.9,CRD,31,1,10003-5915,Manhattan,NY,2013-02-20
2,2167,14.3,CRD,43,1,10019-3923,New York,NY,2013-11-02
3,1020,9.46,CRD,27,1,10010-2710,New York,NY,2013-09-08
6,1620,10.5,CRD,31,1,10019-5376,New York,NY,2013-08-09
5,1020,11.43,CRD,31,1,10009-1618,Manhattan,NY,2013-05-05
2,1200,9.41,CRD,29,1,10003-2758,Manhattan,NY,2013-01-04
6,1620,10.82,CRD,33,1,10023-7422,Manhattan,NY,2013-02-25
2,1080,8.74,CRD,26,1,10021-3390,Manhattan,NY,2013-09-08
3,900,9.49,CRD,28,1,10022-1517,New York,NY,2013-09-22
2,1834,11.3,CRD,35,1,10019-5405,New York,NY,2013-03-20
6,960,7.76,CRD,23,1,10128-3521,New York,NY,2013-10-12
2,2298,10.8,CRD,37,1,10019-7493,Manhattan,NY,2013-02-25
5,840,9.24,CRD,26,1,10022-2801,Franklin D Roosevelt,NY,2013-09-08
2,2520,10.99,CRD,40,1,10036-3995,Manhattan,NY,2013-09-30
3,1604,8.6,CRD,29,1,10025-5649,Manhattan,NY,2013-06-12
5,1200,8.68,CRD,27,1,10016-3586,Manhattan,NY,2013-03-28
6,1980,11.85,CRD,37,1,10022-9501,New York,NY,2013-01-13
2,1680,10.06,CRD,33,1,10036-3974,New York,NY,2013-06-09
4,1127,8.5,CRD,26,1,10021-4656,Manhattan,NY,2013-08-08
3,2685,9.5,CRD,39,1,10011-4011,Manhattan,NY,2013-07-28
2,1260,10.66,CRD,31,1,10023-7802,New York,NY,2013-09-09
2,2366,10.6,CRD,38,1,10019-6204,Manhattan,NY,2013-01-31
2,1857,9.7,CRD,30,1,10011-5023,Manhattan,NY,2013-04-29
5,1140,8.47,CRD,26,1,10021-5269,Roosevelt Island,NY,2013-04-13
2,1743,9.2,CRD,30,1,10036-6700,Manhattan,NY,2013-01-17
2,1020,9.01,CRD,25,1,10065-7768,New York,NY,2013-01-06
5,1560,9.12,CRD,30,1,10022-9502,New York,NY,2013-10-24
2,997,8.7,CRD,26,1,10021-1835,Manhattan,NY,2013-09-13
6,2340,8.94,CRD,35,1,10018-8025,Manhattan,NY,2013-08-22
6,1380,15.66,CRD,42,1,10006-2904,Jersey City,NY,2013-11-03
6,1260,10.77,CRD,31,1,10022-6832,New York,NY,2013-08-12
2,1740,9.59,CRD,31,1,10065-6674,New York,NY,2013-08-09
2,900,8.86,CRD,25,1,10016-7474,Manhattan,NY,2013-08-18
6,960,8.14,CRD,24,1,10028-4459,Manhattan,NY,2013-04-05
2,960,10.6,CRD,29,1,10017-6781,Manhattan,NY,2013-09-09
5,960,8.88,CRD,26,1,10017-1204,New York,NY,2013-10-20
6,1080,9.02,CRD,26,1,10022-7606,New York,NY,2013-06-20
2,1425,9.5,CRD,29,1,10023-8428,Manhattan,NY,2013-10-25
4,1260,8.59,CRD,26,1,10017-5901,Manhattan,NY,2013-03-25
3,720,8.05,CRD,23,1,10028-5900,Manhattan,NY,2013-03-30
6,1020,8.74,CRD,25,1,10174-5799,New York,NY,2013-07-01
5,2040,10.76,CRD,36,1,10024-6685,Manhattan,NY,2013-11-01
2,1020,8.86,CRD,25,1,10016-3111,Manhattan,NY,2013-02-15
5,900,8.62,CRD,24,1,10021-3303,Manhattan,NY,2013-03-04
5,840,7.7,CRD,23,1,10128-2593,New York,NY,2013-04-20
2,1020,9.07,CRD,27,1,10017-3827,New York,NY,2013-03-24
2,960,8.53,CRD,24,1,10016-6027,Manhattan,NY,2013-06-22
2,1020,8.86,CRD,26,1,10016-8169,Manhattan,NY,2013-03-10
2,840,8.61,CRD,25,1,10021-4819,Manhattan,NY,2013-03-03
2,2640,12.27,CRD,42,1,10038-2597,Manhattan,NY,2013-12-08
2,1395,9.1,CRD,29,1,10001-4147,New York,NY,2013-11-05
2,2340,12.43,CRD,42,1,10019-5051,New York,NY,2013-10-10
2,1800,9.7,CRD,34,1,10019-6204,Manhattan,NY,2013-10-06
2,780,8.14,CRD,23,1,10075-1504,Manhattan,NY,2013-08-24
2,1140,9.14,CRD,27,1,10024-1819,Planetarium,NY,2013-03-26
2,807,7.8,CRD,23,1,10028-6324,Manhattan,NY,2013-09-03
2,1200,8.75,CRD,26,1,10075-1745,Manhattan,NY,2013-05-27
2,1628,8.8,CRD,28,1,10016-8725,Manhattan,NY,2013-03-01
6,900,9.94,CRD,28,1,10003-7137,Prince,NY,2013-06-02
4,960,9.04,CRD,26,1,10036-7205,Manhattan,NY,2013-01-23
5,780,8.27,CRD,24,1,10016-6610,Manhattan,NY,2013-10-13
4,960,8.75,CRD,25,1,10017-5659,Manhattan,NY,2013-08-19
5,780,8.35,CRD,24,1,10016-3240,Manhattan,NY,2013-09-14
6,900,8.31,CRD,24,1,10016-4901,Manhattan,NY,2013-04-09
5,900,8.8,CRD,26,1,10168-0069,New York,NY,2013-02-20
6,1020,9.38,CRD,27,1,10009-3463,Manhattan,NY,2013-11-01
5,900,9.17,CRD,26,1,10017-3827,New York,NY,2013-01-13
6,840,8.12,CRD,24,1,10028-4171,Manhattan,NY,2013-02-20
3,900,8.49,CRD,25,1,10016-3410,Manhattan,NY,2013-02-18
5,1260,8.91,CRD,27,1,10022-4005,Franklin D Roosevelt,NY,2013-09-06
5,840,8.72,CRD,25,1,10017-3223,Grand Central,NY,2013-04-03
5,1080,8.49,CRD,24,1,10017-5803,Manhattan,NY,2013-07-10
5,1020,9.48,CRD,27,1,10003-7478,Manhattan,NY,2013-03-31
4,720,7.91,CRD,23,1,10021-4267,Manhattan,NY,2013-07-20
2,1059,7.3,CRD,23,1,10029-7813,Manhattan,NY,2013-05-02
2,1020,10.18,CRD,29,1,10017-5957,Manhattan,NY,2013-01-27
2,2947,7.6,CRD,36,1,10028-6495,Manhattan,NY,2013-07-03
3,1188,8.8,CRD,27,1,10025-6305,Manhattan,NY,2013-02-28
2,752,8.3,CRD,24,1,10016-2773,Manhattan,NY,2013-11-28
3,1031,9.2,CRD,27,1,10170-1402,New York,NY,2013-07-21
4,1413,13.7,CRD,39,1,10012-3140,Prince,NY,2013-03-16
2,1255,9.2,CRD,28,1,10032-7213,Manhattan,NY,2013-02-04
2,1724,11.2,CRD,35,1,10016-4100,Manhattan,NY,2013-05-24
2,2220,12.98,CRD,41,1,10011-5928,Manhattan,NY,2013-01-09
6,1500,10.69,CRD,32,1,10035-2401,Wards Island,NY,2013-07-09
6,1260,9.4,CRD,29,1,10022-5202,New York,NY,2013-08-12
6,1620,10.29,CRD,32,1,10011-8443,Prince,NY,2013-03-20
6,780,6.96,CRD,21,1,10029-6419,Manhattan,NY,2013-11-27
2,1318,9.2,CRD,30,1,10018-7598,Manhattan,NY,2013-01-03
2,1067,9.2,CRD,27,1,10022-2346,Franklin D Roosevelt,NY,2013-02-07
5,1320,10.12,CRD,30,1,10023-7620,Manhattan,NY,2013-08-30
4,994,9.2,CRD,27,1,10001-6845,New York,NY,2013-10-14
5,960,8.56,CRD,25,1,10017-4399,Manhattan,NY,2013-06-23
5,1320,8.85,CRD,27,1,10016-0118,New York,NY,2013-05-20
5,960,9.61,CRD,28,1,10003-2168,Manhattan,NY,2013-10-27
2,1456,11.1,CRD,32,1,10009-2936,Manhattan,NY,2013-04-19
5,1620,10.11,CRD,31,1,10023-3374,Manhattan,NY,2013-08-06
2,905,8.8,CRD,25,1,10167-4097,New York,NY,2013-05-16
6,600,5.8,CRD,17,1,10035-2100,Wards Island,NY,2013-07-15
6,1260,9.35,CRD,28,1,10032-3720,Manhattan,NY,2013-03-03
5,1560,9.34,CRD,29,1,10001-6138,New York,NY,2013-02-19
4,1080,8.26,CRD,25,1,10075-2298,Manhattan,NY,2013-08-12
3,1562,11.5,CRD,35,1,10038-1350,Brooklyn Heights,NY,2013-12-04
2,1620,10.47,CRD,33,1,10028-4128,Manhattan,NY,2013-10-24
2,2032,11,CRD,34,1,10014-2627,Prince,NY,2013-06-13
6,1980,10.32,CRD,35,1,10019-1562,New York,NY,2013-01-23
5,960,8.93,CRD,26,1,10017-3205,Grand Central,NY,2013-03-23
2,1320,11.66,CRD,34,1,10001-6113,New York,NY,2013-06-01
5,1680,10.78,CRD,33,1,10036-4004,Manhattan,NY,2013-01-30
6,3060,13.82,CRD,49,1,10013-3532,Manhattan,NY,2013-04-24
2,1378,9.4,CRD,30,1,10036-2735,Manhattan,NY,2013-01-04
2,1646,12.7,CRD,37,1,10105-0108,New York,NY,2013-04-05
2,1158,8.4,CRD,26,1,10016-6002,Manhattan,NY,2013-08-01
2,1450,16.3,CRD,45,1,10003-7141,Manhattan,NY,2013-07-01
5,1440,9.6,CRD,31,1,10024-3200,Planetarium,NY,2013-10-16
6,1080,9.64,CRD,29,1,10065-8327,New York,NY,2013-10-28
2,1260,9.62,CRD,29,1,10024-5519,Manhattan,NY,2013-10-01
2,2100,10.78,CRD,34,1,10019-6291,Manhattan,NY,2013-05-05
5,720,8.35,CRD,23,1,10017-5901,Manhattan,NY,2013-06-02
2,1920,10.19,CRD,34,1,10075-0119,Manhattan,NY,2013-10-28
6,1380,10.88,CRD,32,1,10036-2711,Manhattan,NY,2013-11-27
2,1920,9.45,CRD,33,1,10001-5001,New York,NY,2013-08-18
3,1253,9,CRD,27,1,10016-9260,Manhattan,NY,2013-09-06
6,1320,9.74,CRD,29,1,10018-9712,Manhattan,NY,2013-01-13
4,1380,11.09,CRD,33,1,10036-7012,New York,NY,2013-06-08
2,960,10.47,CRD,29,1,10017-2606,New York,NY,2013-08-23
2,1440,10.02,CRD,31,1,10023-1714,Manhattan,NY,2013-03-23
4,1030,9.5,CRD,28,1,10010-7701,Manhattan,NY,2013-10-06
3,1505,9.9,CRD,31,1,10011-1885,Manhattan,NY,2013-06-02
3,1440,10.72,CRD,32,1,10023-5800,Manhattan,NY,2013-03-29
6,1800,10.37,CRD,34,1,10171-0010,Manhattan,NY,2013-09-13
4,2946,12.4,CRD,43,1,10012-4098,Manhattan,NY,2013-05-22
3,1380,10.26,CRD,31,1,10022-2610,Manhattan,NY,2013-04-29
3,1320,7.5,CRD,24,1,10128-6812,New York,NY,2013-08-22
2,1800,11.92,CRD,36,1,10019-0032,New York,NY,2013-01-28
4,1500,10.02,CRD,30,1,10009-6285,Manhattan,NY,2013-12-23
5,1260,9.09,CRD,28,1,10001-3466,Manhattan,NY,2013-10-13
2,840,8.84,CRD,25,1,10017-4541,Manhattan,NY,2013-11-15
2,1980,10.9,CRD,36,1,10019-1859,Manhattan,NY,2013-08-25
2,892,8.2,CRD,24,1,10016-3763,Manhattan,NY,2013-10-02
2,1487,10.6,CRD,32,1,10023-6551,Manhattan,NY,2013-09-01
6,900,7.91,CRD,24,1,10025-2201,Manhattan,NY,2013-04-01
5,1260,9.71,CRD,29,1,10019-2701,New York,NY,2013-07-10
4,1200,10.72,CRD,31,1,10019-6078,New York,NY,2013-03-29
2,2940,12.22,CRD,44,1,10018-5438,Manhattan,NY,2013-11-01
2,1980,11.7,CRD,39,1,10016-3772,Manhattan,NY,2013-02-14
3,1705,10.1,CRD,33,1,10065-6345,New York,NY,2013-10-03
2,1260,9.4,CRD,28,1,10001-2755,Manhattan,NY,2013-02-05
5,1680,11.46,CRD,35,1,10022-2651,Manhattan,NY,2013-09-13
6,1080,8.73,CRD,26,1,10016-3325,Manhattan,NY,2013-10-23
6,1380,9.89,CRD,30,1,10012-2458,Prince,NY,2013-12-23
3,1860,12.51,CRD,38,1,10038-2418,Manhattan,NY,2013-09-25
4,1140,9.08,CRD,27,1,10128-3869,Manhattan,NY,2013-06-27
2,1044,9.7,CRD,28,1,10011-2379,Manhattan,NY,2013-07-14
2,1784,11.9,CRD,37,1,10036-7109,New York,NY,2013-03-26
2,1335,11.2,CRD,33,1,10036-1409,Manhattan,NY,2013-02-02
5,1680,8.6,CRD,29,1,10075-8811,Manhattan,NY,2013-12-17
2,1200,7.55,CRD,25,1,10027-4208,Manhattanville,NY,2013-01-27
5,1320,10.68,CRD,31,1,10168-0069,New York,NY,2013-06-10
2,1660,10.2,CRD,32,1,10011-1158,Manhattan,NY,2013-05-01
6,1140,8.36,CRD,25,1,10016-3147,Manhattan,NY,2013-10-20
3,1080,9.62,CRD,28,1,10019-6910,New York,NY,2013-06-02
5,780,7.75,CRD,22,1,10128-4982,Manhattan,NY,2013-05-03
2,1560,10.51,CRD,31,1,10017-3125,New York,NY,2013-06-28
5,1620,15.86,CRD,44,1,10004-1078,Jersey City,NY,2013-03-23
2,840,7.68,CRD,23,1,10128-3637,New York,NY,2013-02-25
2,1440,10.49,CRD,30,1,10075-0499,Manhattan,NY,2013-02-12
4,1080,9.99,CRD,28,1,10022-6622,Manhattan,NY,2013-07-26
3,660,8.28,CRD,23,1,10016-2700,Manhattan,NY,2013-02-05
6,1920,9.33,CRD,32,1,10018-3003,Manhattan,NY,2013-05-24
2,1600,10,CRD,32,1,10023-8803,Manhattan,NY,2013-05-15
2,2268,9,CRD,36,1,10001-1975,Manhattan,NY,2013-08-12
3,960,8.64,CRD,26,1,10025-5833,Manhattan,NY,2013-10-15
5,1620,9.49,CRD,31,1,10018-5407,New York,NY,2013-11-13
2,1614,10.2,CRD,32,1,10105-0108,New York,NY,2013-12-12
5,1140,7.77,CRD,25,1,10025-2246,Manhattan,NY,2013-09-18
5,1140,9.16,CRD,28,1,10036-8101,Manhattan,NY,2013-01-20
4,2460,13.24,CRD,43,1,10006-3270,Jersey City,NY,2013-12-04
6,780,7.99,CRD,23,1,10028-7948,Manhattan,NY,2013-12-30
5,1200,10.31,CRD,30,1,10017-5857,Manhattan,NY,2013-03-22
4,2460,13.12,CRD,43,1,10011-7031,Manhattan,NY,2013-09-20
2,1401,9.7,CRD,30,1,10024-6610,Manhattan,NY,2013-04-14
2,1177,8.9,CRD,28,1,10018-5512,New York,NY,2013-10-09
2,1493,9,CRD,29,1,10019-6803,Manhattan,NY,2013-08-14
4,1260,10.51,CRD,31,1,11422-3125,Springfield Gardens,NY,2013-06-10
2,1100,9.5,CRD,28,1,10036-1507,Manhattan,NY,2013-02-18
2,1350,9.2,CRD,28,1,10001-3206,New York,NY,2013-01-17
5,960,10.26,CRD,29,1,10017-6721,Manhattan,NY,2013-03-17
3,1137,9.2,CRD,27,1,10018-6444,Manhattan,NY,2013-07-21
3,1635,11.1,CRD,34,1,10036-7303,Manhattan,NY,2013-05-30
6,1260,10.87,CRD,32,1,10017-5601,New York,NY,2013-02-01
2,2220,10.94,CRD,38,1,10019-6018,Manhattan,NY,2013-12-10
3,2142,8.9,CRD,34,1,10001-4193,New York,NY,2013-08-09
5,960,9.03,CRD,26,1,10075-2409,Manhattan,NY,2013-02-19
2,1740,10.82,CRD,35,1,10013-3121,Manhattan,NY,2013-08-07
4,1194,9.2,CRD,27,1,10028-1017,Flushing,NY,2013-04-17
6,1560,10.33,CRD,32,1,10023-6410,Manhattan,NY,2013-02-09
2,900,7.51,CRD,22,1,10128-5106,New York,NY,2013-03-22
6,1140,8.94,CRD,27,1,10016-9149,Manhattan,NY,2013-08-05
5,1080,10.44,CRD,30,1,10017-1294,New York,NY,2013-01-26
2,1980,10.28,CRD,33,1,10036-1195,New York,NY,2013-06-19
3,840,7.81,CRD,23,1,10128-3584,New York,NY,2013-04-21
3,1980,10.05,CRD,33,1,10075-0212,Manhattan,NY,2013-08-28
3,2100,16.55,CRD,47,1,11369-1384,Queens,NY,2013-06-09
6,960,9.98,CRD,28,1,10022-7958,Manhattan,NY,2013-08-09
3,1980,9.57,CRD,33,1,10024-5106,Manhattan,NY,2013-03-11
5,1320,9.54,CRD,29,1,10010-5105,Manhattan,NY,2013-02-21
2,1380,9.22,CRD,29,1,10036-4003,Manhattan,NY,2013-12-16
4,1502,8.7,CRD,27,1,10001-3081,Manhattan,NY,2013-06-17
5,1920,10.24,CRD,33,1,10128-0118,New York,NY,2013-11-10
2,1620,10.1,CRD,32,1,10019-1666,New York,NY,2013-01-18
5,2040,13.97,CRD,40,1,10038-4928,Brooklyn Heights,NY,2013-02-28
5,1440,10.5,CRD,31,1,10105-0108,New York,NY,2013-01-14
3,2100,9.61,CRD,31,1,10021-2600,Manhattan,NY,2013-05-22
5,1140,9.42,CRD,27,1,10017-5692,New York,NY,2013-02-06
2,2580,11.04,CRD,40,1,10001-2512,New York,NY,2013-08-22
5,900,8.1,CRD,24,1,10027-6694,New York,NY,2013-02-25
5,1200,11.12,CRD,32,1,10019-5701,Manhattan,NY,2013-03-02
2,900,9.9,CRD,28,1,11101-2506,Queens,NY,2013-03-04
2,1140,9.82,CRD,28,1,10016-8733,Manhattan,NY,2013-01-14
2,1140,10.87,CRD,31,1,10011-5003,Manhattan,NY,2013-04-26
6,1860,9.77,CRD,31,1,10022-6252,Manhattan,NY,2013-02-21
2,1983,9.9,CRD,31,1,10036-6584,Manhattan,NY,2013-11-25
6,1380,10.99,CRD,31,1,10011-5130,Manhattan,NY,2013-10-19
3,941,9.1,CRD,26,1,10017-5803,Manhattan,NY,2013-12-05
5,1260,13.98,CRD,38,1,10014-1005,Jersey City,NY,2013-09-30
2,1920,10.19,CRD,34,1,10119-0005,New York,NY,2013-05-23
4,1320,10.23,CRD,30,1,10036-3924,New York,NY,2013-12-19
5,840,8.55,CRD,25,1,10028-4629,Manhattan,NY,2013-12-07
2,1804,10.7,CRD,32,1,10012-2708,Manhattan,NY,2013-05-09
3,2580,12.29,CRD,42,1,10023-6909,Manhattan,NY,2013-05-23
6,1620,10.39,CRD,32,1,10003-1217,Manhattan,NY,2013-04-18
5,1260,11.31,CRD,32,1,10019-2022,New York,NY,2013-03-28
2,1500,9.52,CRD,29,1,10016-3871,Manhattan,NY,2013-09-03
2,1366,10.1,CRD,30,1,10024-4923,Planetarium,NY,2013-06-28
2,1253,1,CRD,28,1,10152-0096,New York,NY,2013-04-30
2,1014,9.7,CRD,28,1,10018-3732,New York,NY,2013-12-01
2,946,8.6,CRD,26,1,10128-1706,New York,NY,2013-07-18
2,3542,12.7,CRD,48,1,10009-3207,Manhattan,NY,2013-11-22
5,2940,10.05,CRD,40,1,10010-2710,New York,NY,2013-09-04
2,1898,11.1,CRD,35,1,10019-6106,New York,NY,2013-05-07
2,2340,10.16,CRD,34,1,10036-1500,New York,NY,2013-05-23
4,2124,10.5,CRD,33,1,10036-1466,Manhattan,NY,2013-03-25
3,1620,10.58,CRD,33,1,10036-7109,New York,NY,2013-10-21
5,3300,11.66,CRD,40,1,10014-3730,Prince,NY,2013-06-27
2,2160,11.44,CRD,37,1,10019-6910,New York,NY,2013-10-29
6,1080,9.76,CRD,28,1,10010-4541,Manhattan,NY,2013-09-25
2,2162,11.8,CRD,37,1,10019-6606,Manhattan,NY,2013-02-22
5,2220,9.89,CRD,33,1,10024-1103,Planetarium,NY,2013-04-01
6,840,9.31,CRD,26,1,10017-2878,Grand Central,NY,2013-06-21
3,1560,8.88,CRD,28,1,10022-2050,New York,NY,2013-11-18
2,1091,9.3,CRD,27,1,10016-2602,Manhattan,NY,2013-02-04
6,1380,10.28,CRD,31,1,10036-7215,Manhattan,NY,2013-12-09
2,2193,9.7,CRD,35,1,10022-6622,Manhattan,NY,2013-10-04
